frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
16,6,1230.9134172962415 1032.0487162431282 1740.1287993588844 1454.9051654853085,1476.625 1325.625 1610.375 1375.625,0,0,0
17,6,1228.9543846638828 1033.123664325863 1739.4436700243334 1456.7050284327947,1475.9375 1327.4375 1610.5625 1377.4375,0,0,0
18,6,1226.9953520315244 1034.198612408598 1738.7585406897824 1458.5048913802812,1475.25 1329.25 1610.75 1379.25,0,0,0
19,6,1225.0363193991657 1035.2735604913328 1738.0734113552314 1460.3047543277673,1474.5625 1331.0625 1610.9375 1381.0625,0,0,0
20,6,1223.077286766807 1036.3485085740676 1737.3882820206804 1462.1046172752535,1473.875 1332.875 1611.125 1382.875,0,0,0
21,6,1221.1182541344485 1037.4234566568025 1736.7031526861294 1463.90448022274,1473.1875 1334.6875 1611.3125 1384.6875,0,0,0
22,6,1219.1592215020898 1038.4984047395374 1736.0180233515784 1465.7043431702261,1472.5 1336.5 1611.5 1386.5,0,0,0
23,6,1217.2001888697312 1039.5733528222722 1735.3328940170275 1467.5042061177123,1471.8125 1338.3125 1611.6875 1388.3125,0,0,0
24,6,1215.2411562373727 1040.648300905007 1734.6477646824765 1469.3040690651987,1471.125 1340.125 1611.875 1390.125,0,0,0
25,6,1213.282123605014 1041.723248987742 1733.9626353479255 1471.103932012685,1470.4375 1341.9375 1612.0625 1391.9375,0,0,0
26,6,1211.3230909726553 1042.7981970704768 1733.2775060133745 1472.9037949601711,1469.75 1343.75 1612.25 1393.75,0,0,0
27,6,1209.3640583402969 1043.8731451532117 1732.5923766788235 1474.7036579076575,1469.0625 1345.5625 1612.4375 1395.5625,0,0,0
28,6,1207.4050257079382 1044.9480932359465 1731.9072473442725 1476.5035208551437,1468.375 1347.375 1612.625 1397.375,0,0,0
29,6,1205.4459930755797 1046.0230413186814 1731.2221180097215 1478.3033838026302,1467.6875 1349.1875 1612.8125 1399.1875,0,0,0
30,6,1203.486960443221 1047.0979894014163 1730.5369886751705 1480.1032467501163,1467.0 1351.0 1613.0 1401.0,0.2685953676700592,IG11SOG,0.06998761154534333
31,6,1204.1228716192625 1047.7574574428584 1730.3827074618628 1480.1096779163383,1467.0 1351.0 1613.0 1401.0,0.26919350028038025,IG41SOG,0.07795185331746933
32,6,1202.773731746974 1048.5562613765508 1728.8205896066054 1479.7807160274226,1466.5 1353.5 1609.5 1404.5,0.2899760901927948,IO41SOG,0.10596897106286482
33,6,1201.0629985135572 1051.5433371654597 1726.3378419803023 1483.1811459146413,1465.5 1356.0 1608.5 1406.0,0.2633611857891083,IG41SOG,0.21836195516034737
34,6,1199.2179921720092 1054.0045875589217 1726.772374966367 1485.5039991772082,1464.7857142857142 1358.0714285714287 1608.642857142857 1407.9285714285713,0,0,0
35,6,1197.3729858304612 1056.465837952384 1727.2069079524315 1487.8268524397754,1464.0714285714287 1360.142857142857 1608.7857142857142 1409.857142857143,0,0,0
36,6,1195.5279794889132 1058.927088345846 1727.641440938496 1490.1497057023423,1463.357142857143 1362.2142857142858 1608.9285714285713 1411.7857142857142,0,0,0
37,6,1193.6829731473651 1061.388338739308 1728.0759739245605 1492.4725589649092,1462.642857142857 1364.2857142857142 1609.0714285714287 1413.7142857142858,0,0,0
38,6,1191.8379668058171 1063.84958913277 1728.510506910625 1494.7954122274762,1461.9285714285713 1366.357142857143 1609.2142857142858 1415.642857142857,0,0,0
39,6,1189.9929604642691 1066.3108395262323 1728.9450398966897 1497.1182654900433,1461.2142857142858 1368.4285714285713 1609.357142857143 1417.5714285714287,0,0,0
40,6,1188.147954122721 1068.7720899196943 1729.3795728827542 1499.4411187526102,1460.5 1370.5 1609.5 1419.5,0.26007816195487976,IG11SOG,0.14152617079338142
41,6,1186.8665998112253 1070.5482595132287 1729.1412417939193 1501.9010865941912,1459.6455696202531 1372.753164556962 1608.8354430379748 1421.753164556962,0,0,0
42,6,1185.5852454997298 1072.3244291067633 1728.9029107050844 1504.3610544357723,1458.7911392405063 1375.006329113924 1608.1708860759493 1424.006329113924,0,0,0
43,6,1184.303891188234 1074.1005987002977 1728.6645796162495 1506.8210222773532,1457.9367088607594 1377.259493670886 1607.506329113924 1426.259493670886,0,0,0
44,6,1183.0225368767385 1075.8767682938324 1728.4262485274146 1509.2809901189341,1457.0822784810127 1379.512658227848 1606.8417721518988 1428.512658227848,0,0,0
45,6,1181.7411825652428 1077.6529378873668 1728.1879174385797 1511.740957960515,1456.2278481012659 1381.76582278481 1606.1772151898733 1430.76582278481,0,0,0
46,6,1180.4598282537472 1079.4291074809014 1727.9495863497448 1514.2009258020962,1455.373417721519 1384.0189873417721 1605.512658227848 1433.0189873417721,0,0,0
47,6,1179.1784739422515 1081.2052770744358 1727.7112552609099 1516.6608936436771,1454.5189873417721 1386.2721518987341 1604.8481012658228 1435.2721518987341,0,0,0
48,6,1177.8971196307557 1082.9814466679704 1727.472924172075 1519.120861485258,1453.6645569620252 1388.5253164556962 1604.1835443037974 1437.5253164556962,0,0,0
49,6,1176.6157653192602 1084.7576162615048 1727.23459308324 1521.580829326839,1452.8101265822784 1390.7784810126582 1603.5189873417721 1439.7784810126582,0,0,0
50,6,1175.3344110077644 1086.5337858550395 1726.9962619944051 1524.04079716842,1451.9556962025317 1393.0316455696202 1602.8544303797469 1442.0316455696202,0,0,0
51,6,1174.0530566962689 1088.3099554485739 1726.7579309055702 1526.500765010001,1451.1012658227849 1395.2848101265822 1602.1898734177216 1444.2848101265822,0,0,0
52,6,1172.771702384773 1090.0861250421085 1726.5195998167353 1528.960732851582,1450.246835443038 1397.5379746835442 1601.5253164556962 1446.5379746835442,0,0,0
53,6,1171.4903480732773 1091.862294635643 1726.2812687279004 1531.4207006931629,1449.392405063291 1399.7911392405063 1600.860759493671 1448.7911392405063,0,0,0
54,6,1170.2089937617818 1093.6384642291775 1726.0429376390655 1533.880668534744,1448.5379746835442 1402.0443037974683 1600.1962025316457 1451.0443037974683,0,0,0
55,6,1168.927639450286 1095.414633822712 1725.8046065502306 1536.340636376325,1447.6835443037974 1404.2974683544303 1599.5316455696202 1453.2974683544303,0,0,0
56,6,1167.6462851387905 1097.1908034162466 1725.5662754613957 1538.8006042179059,1446.8291139240507 1406.5506329113923 1598.867088607595 1455.5506329113923,0,0,0
57,6,1166.3649308272948 1098.966973009781 1725.3279443725608 1541.2605720594868,1445.9746835443038 1408.8037974683543 1598.2025316455697 1457.8037974683543,0,0,0
58,6,1165.0835765157992 1100.7431426033156 1725.0896132837258 1543.720539901068,1445.120253164557 1411.0569620253164 1597.5379746835442 1460.0569620253164,0,0,0
59,6,1163.8022222043035 1102.51931219685 1724.851282194891 1546.1805077426488,1444.26582278481 1413.3101265822784 1596.873417721519 1462.3101265822784,0,0,0
60,6,1162.5208678928077 1104.2954817903847 1724.612951106056 1548.6404755842298,1443.4113924050632 1415.5632911392404 1596.2088607594937 1464.5632911392404,0,0,0
61,6,1161.2395135813122 1106.071651383919 1724.374620017221 1551.1004434258107,1442.5569620253164 1417.8164556962026 1595.5443037974683 1466.8164556962026,0,0,0
62,6,1159.9581592698164 1107.8478209774537 1724.1362889283862 1553.5604112673918,1441.7025316455697 1420.0696202531647 1594.879746835443 1469.0696202531647,0,0,0
63,6,1158.6768049583209 1109.623990570988 1723.8979578395513 1556.0203791089727,1440.8481012658228 1422.3227848101267 1594.2151898734178 1471.3227848101267,0,0,0
64,6,1157.395450646825 1111.4001601645227 1723.6596267507164 1558.4803469505537,1439.993670886076 1424.5759493670887 1593.5506329113923 1473.5759493670887,0,0,0
65,6,1156.1140963353294 1113.1763297580571 1723.4212956618815 1560.9403147921346,1439.139240506329 1426.8291139240507 1592.886075949367 1475.8291139240507,0,0,0
66,6,1154.8327420238338 1114.9524993515918 1723.1829645730465 1563.4002826337157,1438.2848101265822 1429.0822784810127 1592.2215189873418 1478.0822784810127,0,0,0
67,6,1153.551387712338 1116.7286689451262 1722.9446334842116 1565.8602504752967,1437.4303797468353 1431.3354430379748 1591.5569620253164 1480.3354430379748,0,0,0
68,6,1152.2700334008425 1118.5048385386606 1722.7063023953767 1568.3202183168776,1436.5759493670887 1433.5886075949368 1590.892405063291 1482.5886075949368,0,0,0
69,6,1150.9886790893468 1120.2810081321952 1722.4679713065418 1570.7801861584585,1435.7215189873418 1435.8417721518988 1590.2278481012659 1484.8417721518988,0,0,0
70,6,1149.7073247778512 1122.0571777257296 1722.229640217707 1573.2401540000396,1434.867088607595 1438.0949367088608 1589.5632911392404 1487.0949367088608,0,0,0
71,6,1148.4259704663555 1123.8333473192642 1721.991309128872 1575.7001218416206,1434.012658227848 1440.3481012658228 1588.8987341772151 1489.3481012658228,0,0,0
72,6,1147.1446161548597 1125.6095169127987 1721.752978040037 1578.1600896832015,1433.1582278481012 1442.6012658227849 1588.23417721519 1491.6012658227849,0,0,0
73,6,1145.8632618433642 1127.3856865063333 1721.5146469512022 1580.6200575247824,1432.3037974683543 1444.8544303797469 1587.5696202531647 1493.8544303797469,0,0,0
74,6,1144.5819075318684 1129.1618560998677 1721.2763158623673 1583.0800253663635,1431.4493670886077 1447.107594936709 1586.9050632911392 1496.107594936709,0,0,0
75,6,1143.3005532203729 1130.9380256934023 1721.0379847735323 1585.5399932079445,1430.5949367088608 1449.360759493671 1586.240506329114 1498.360759493671,0,0,0
76,6,1142.0191989088771 1132.7141952869367 1720.7996536846974 1587.9999610495254,1429.740506329114 1451.613924050633 1585.5759493670887 1500.613924050633,0,0,0
77,6,1140.7378445973814 1134.4903648804714 1720.5613225958625 1590.4599288911063,1428.886075949367 1453.867088607595 1584.9113924050632 1502.867088607595,0,0,0
78,6,1139.4564902858858 1136.2665344740058 1720.3229915070276 1592.9198967326874,1428.0316455696202 1456.120253164557 1584.246835443038 1505.120253164557,0,0,0
79,6,1138.17513597439 1138.0427040675404 1720.0846604181927 1595.3798645742684,1427.1772151898733 1458.373417721519 1583.5822784810127 1507.373417721519,0,0,0
80,6,1136.8937816628945 1139.8188736610748 1719.8463293293576 1597.8398324158493,1426.3227848101267 1460.626582278481 1582.9177215189873 1509.626582278481,0,0,0
81,6,1135.6124273513988 1141.5950432546094 1719.6079982405226 1600.2998002574302,1425.4683544303798 1462.879746835443 1582.253164556962 1511.879746835443,0,0,0
82,6,1134.3310730399032 1143.3712128481438 1719.3696671516877 1602.7597680990114,1424.613924050633 1465.132911392405 1581.5886075949368 1514.132911392405,0,0,0
83,6,1133.0497187284075 1145.1473824416785 1719.1313360628528 1605.2197359405923,1423.759493670886 1467.386075949367 1580.9240506329113 1516.386075949367,0,0,0
84,6,1131.7683644169117 1146.9235520352129 1718.893004974018 1607.6797037821732,1422.9050632911392 1469.639240506329 1580.259493670886 1518.639240506329,0,0,0
85,6,1130.4870101054162 1148.6997216287475 1718.654673885183 1610.139671623754,1422.0506329113923 1471.892405063291 1579.5949367088608 1520.892405063291,0,0,0
86,6,1129.2056557939204 1150.475891222282 1718.416342796348 1612.5996394653353,1421.1962025316457 1474.1455696202531 1578.9303797468353 1523.1455696202531,0,0,0
87,6,1127.9243014824249 1152.2520608158165 1718.1780117075132 1615.0596073069162,1420.3417721518988 1476.3987341772151 1578.26582278481 1525.3987341772151,0,0,0
88,6,1126.6429471709291 1154.028230409351 1717.9396806186783 1617.519575148497,1419.487341772152 1478.6518987341772 1577.6012658227849 1527.6518987341772,0,0,0
89,6,1125.3615928594334 1155.8044000028856 1717.7013495298434 1619.979542990078,1418.632911392405 1480.9050632911392 1576.9367088607596 1529.9050632911392,0,0,0
90,6,1124.0802385479378 1157.58056959642 1717.4630184410084 1622.4395108316592,1417.7784810126582 1483.1582278481012 1576.2721518987341 1532.1582278481012,0,0,0
91,6,1122.798884236442 1159.3567391899546 1717.2246873521735 1624.89947867324,1416.9240506329113 1485.4113924050632 1575.607594936709 1534.4113924050632,0,0,0
92,6,1121.5175299249465 1161.132908783489 1716.9863562633386 1627.359446514821,1416.0696202531647 1487.6645569620252 1574.9430379746836 1536.6645569620252,0,0,0
93,6,1120.2361756134508 1162.9090783770234 1716.7480251745037 1629.819414356402,1415.2151898734178 1489.9177215189873 1574.2784810126582 1538.9177215189873,0,0,0
94,6,1118.9548213019552 1164.685247970558 1716.5096940856688 1632.279382197983,1414.360759493671 1492.1708860759493 1573.613924050633 1541.1708860759493,0,0,0
95,6,1117.6734669904595 1166.4614175640927 1716.271362996834 1634.739350039564,1413.506329113924 1494.4240506329113 1572.9493670886077 1543.4240506329113,0,0,0
96,6,1116.3921126789637 1168.237587157627 1716.033031907999 1637.199317881145,1412.6518987341772 1496.6772151898733 1572.2848101265822 1545.6772151898733,0,0,0
97,6,1115.1107583674682 1170.0137567511615 1715.794700819164 1639.659285722726,1411.7974683544303 1498.9303797468356 1571.620253164557 1547.9303797468356,0,0,0
98,6,1113.8294040559724 1171.7899263446961 1715.5563697303292 1642.119253564307,1410.9430379746836 1501.1835443037976 1570.9556962025317 1550.1835443037976,0,0,0
99,6,1112.5480497444769 1173.5660959382305 1715.3180386414942 1644.579221405888,1410.0886075949368 1503.4367088607596 1570.2911392405063 1552.4367088607596,0,0,0
100,6,1111.2666954329811 1175.3422655317652 1715.0797075526593 1647.0391892474688,1409.23417721519 1505.6898734177216 1569.626582278481 1554.6898734177216,0,0,0
101,6,1109.9853411214854 1177.1184351252996 1714.8413764638244 1649.4991570890497,1408.379746835443 1507.9430379746836 1568.9620253164558 1556.9430379746836,0,0,0
102,6,1108.7039868099898 1178.8946047188342 1714.6030453749895 1651.9591249306309,1407.5253164556962 1510.1962025316457 1568.2974683544303 1559.1962025316457,0,0,0
103,6,1107.422632498494 1180.6707743123686 1714.3647142861546 1654.4190927722118,1406.6708860759493 1512.4493670886077 1567.632911392405 1561.4493670886077,0,0,0
104,6,1106.1412781869985 1182.4469439059033 1714.1263831973197 1656.8790606137927,1405.8164556962026 1514.7025316455697 1566.9683544303798 1563.7025316455697,0,0,0
105,6,1104.8599238755028 1184.2231134994377 1713.8880521084848 1659.3390284553739,1404.9620253164558 1516.9556962025317 1566.3037974683543 1565.9556962025317,0,0,0
106,6,1103.5785695640072 1185.9992830929723 1713.6497210196499 1661.7989962969548,1404.107594936709 1519.2088607594937 1565.639240506329 1568.2088607594937,0,0,0
107,6,1102.2972152525115 1187.7754526865067 1713.411389930815 1664.2589641385357,1403.253164556962 1521.4620253164558 1564.9746835443038 1570.4620253164558,0,0,0
108,6,1101.0158609410157 1189.5516222800413 1713.17305884198 1666.7189319801166,1402.3987341772151 1523.7151898734178 1564.3101265822784 1572.7151898734178,0,0,0
109,6,1099.7345066295202 1191.3277918735757 1712.9347277531451 1669.1788998216975,1401.5443037974683 1525.9683544303798 1563.6455696202531 1574.9683544303798,0,0,0
110,6,1098.4531523180244 1193.1039614671104 1712.6963966643102 1671.6388676632787,1400.6898734177216 1528.2215189873418 1562.9810126582279 1577.2215189873418,0,0,0
111,6,1097.171798006529 1194.8801310606448 1712.4580655754753 1674.0988355048596,1399.8354430379748 1530.4746835443038 1562.3164556962026 1579.4746835443038,0,0,0
112,6,1095.8904436950331 1196.6563006541794 1712.2197344866404 1676.5588033464405,1398.9810126582279 1532.7278481012659 1561.6518987341772 1581.7278481012659,0,0,0
113,6,1094.6090893835376 1198.4324702477138 1711.9814033978055 1679.0187711880217,1398.126582278481 1534.9810126582279 1560.987341772152 1583.9810126582279,0,0,0
114,6,1093.3277350720418 1200.2086398412484 1711.7430723089706 1681.4787390296026,1397.2721518987341 1537.23417721519 1560.3227848101267 1586.23417721519,0,0,0
115,6,1092.046380760546 1201.9848094347828 1711.5047412201357 1683.9387068711835,1396.4177215189873 1539.487341772152 1559.6582278481012 1588.487341772152,0,0,0
116,6,1090.7650264490505 1203.7609790283175 1711.2664101313007 1686.3986747127644,1395.5632911392404 1541.740506329114 1558.993670886076 1590.740506329114,0,0,0
117,6,1089.4836721375548 1205.5371486218519 1711.0280790424658 1688.8586425543454,1394.7088607594937 1543.993670886076 1558.3291139240507 1592.993670886076,0,0,0
118,6,1088.2023178260592 1207.3133182153865 1710.789747953631 1691.3186103959265,1393.8544303797469 1546.246835443038 1557.6645569620252 1595.246835443038,0,0,0
119,6,1086.9209635145635 1209.089487808921 1710.551416864796 1693.7785782375074,1393.0 1548.5 1557.0 1597.5,0.25460633635520935,GY15OGJ,0.3122401284070106
120,6,1085.3325926156863 1212.4861046910146 1710.827824049407 1698.1930726822916,1394.5 1551.0 1559.5 1601.0,0.25677788257598877,OG15OGJ,0.5042531193683062
